building_id,damage_grade,prediction
204603000631,Grade 2,4.0
204603000632,Grade 2,4.0
204603000701,Grade 3,0.0
204603000721,Grade 3,4.0
204603000741,Grade 3,4.0
204603000771,Grade 3,4.0
204603000821,Grade 2,4.0
204603000831,Grade 3,4.0
204603000861,Grade 3,0.0
204603000871,Grade 4,4.0
204603000951,Grade 2,4.0
204603000961,Grade 2,4.0
204603001011,Grade 3,1.0
204603001031,Grade 4,1.0
204603001041,Grade 3,0.0
204603001091,Grade 1,4.0
204603001102,Grade 2,4.0
204603001121,Grade 3,4.0
204604000021,Grade 2,4.0
204604000031,Grade 3,2.0
204604000051,Grade 3,4.0
204604000121,Grade 3,4.0
204604000171,Grade 3,4.0
204604000211,Grade 3,4.0
204604000261,Grade 3,4.0
204604000351,Grade 1,4.0
204604000441,Grade 4,1.0
204604000481,Grade 2,4.0
204604000491,Grade 2,4.0
204604000551,Grade 3,2.0
204604000651,Grade 2,4.0
204604000731,Grade 3,2.0
204604000741,Grade 3,0.0
204604000861,Grade 3,2.0
204604000891,Grade 5,0.0
204604000961,Grade 4,1.0
204604001101,Grade 4,2.0
204604001141,Grade 3,4.0
204604001211,Grade 3,1.0
204604001312,Grade 1,4.0
204604001331,Grade 2,1.0
204604001361,Grade 4,4.0
204604001471,Grade 3,4.0
204604001481,Grade 3,4.0
204604001561,Grade 3,4.0
204604001571,Grade 3,4.0
204604001611,Grade 3,4.0
204605000031,Grade 2,1.0
204605000061,Grade 2,4.0
204605000101,Grade 2,4.0
204605000121,Grade 2,4.0
204605000281,Grade 2,1.0
204605000321,Grade 2,4.0
204605000401,Grade 2,1.0
204605000452,Grade 2,4.0
204605000531,Grade 1,4.0
204605000542,Grade 2,4.0
204605000591,Grade 2,4.0
204605000611,Grade 3,4.0
204605000681,Grade 2,2.0
204605000751,Grade 2,4.0
204605000801,Grade 3,4.0
204605000911,Grade 2,4.0
204605000921,Grade 2,4.0
204605000941,Grade 2,2.0
204605000971,Grade 3,4.0
204605000981,Grade 3,2.0
204605000991,Grade 4,4.0
204605001031,Grade 3,4.0
204605001121,Grade 3,4.0
204605001311,Grade 4,4.0
204605001431,Grade 3,2.0
204605001461,Grade 3,1.0
204605001591,Grade 3,4.0
204605001631,Grade 3,1.0
204606000031,Grade 3,0.0
204606000131,Grade 4,0.0
204606000201,Grade 3,1.0
204606000261,Grade 3,4.0
204606000492,Grade 4,4.0
204606000501,Grade 2,1.0
204606000551,Grade 4,4.0
204606000621,Grade 2,1.0
204606000641,Grade 5,1.0
204606000661,Grade 3,1.0
204606000681,Grade 4,1.0
204606000691,Grade 3,1.0
204606000812,Grade 3,1.0
204606000831,Grade 3,1.0
204606000842,Grade 3,1.0
204606000881,Grade 3,1.0
204606001041,Grade 3,1.0
204606001111,Grade 1,1.0
204606001181,Grade 3,4.0
204606001211,Grade 2,4.0
204606001261,Grade 2,4.0
204606001381,Grade 3,4.0
204606001431,Grade 3,4.0
204606001441,Grade 2,4.0
204606001511,Grade 1,4.0
204606001521,Grade 3,4.0
204606001632,Grade 3,4.0
204606001641,Grade 3,4.0
204606001651,Grade 2,1.0
204606001661,Grade 2,4.0
204606001692,Grade 3,1.0
204607000071,Grade 2,0.0
204607000121,Grade 2,4.0
204607000171,Grade 2,1.0
204607000201,Grade 3,1.0
204607000311,Grade 3,4.0
204607000361,Grade 3,4.0
204607000491,Grade 2,1.0
204607000551,Grade 2,4.0
204607000571,Grade 2,4.0
204607000581,Grade 2,4.0
204607000601,Grade 1,4.0
204607000631,Grade 2,4.0
204607000641,Grade 2,4.0
204607000672,Grade 5,0.0
204607000711,Grade 3,4.0
204607000811,Grade 2,4.0
204607000831,Grade 4,4.0
204607000861,Grade 3,4.0
204607000862,Grade 4,4.0
204607000931,Grade 4,0.0
204607000941,Grade 4,1.0
204607000951,Grade 3,0.0
204607000971,Grade 3,0.0
204607000991,Grade 2,0.0
204607001001,Grade 3,0.0
204607001021,Grade 2,4.0
204607001041,Grade 5,0.0
204607001051,Grade 3,4.0
204607001122,Grade 4,1.0
204607001181,Grade 3,1.0
204607001271,Grade 3,1.0
204607001331,Grade 4,1.0
204607001381,Grade 4,1.0
204607001411,Grade 4,0.0
204607001471,Grade 3,1.0
204607001501,Grade 3,1.0
204607001591,Grade 2,4.0
204607001611,Grade 4,4.0
204607001671,Grade 3,4.0
204607001701,Grade 3,1.0
204607001731,Grade 4,1.0
204607001811,Grade 3,1.0
204607001851,Grade 4,1.0
204607001901,Grade 4,4.0
204607001921,Grade 3,0.0
204607001951,Grade 5,0.0
204607001991,Grade 2,0.0
204607002051,Grade 3,0.0
204607002071,Grade 3,4.0
204607002111,Grade 2,4.0
204607002131,Grade 3,4.0
204607002171,Grade 2,1.0
204607002261,Grade 4,4.0
204607002471,Grade 5,0.0
204607002521,Grade 2,4.0
204607002591,Grade 2,0.0
204607002601,Grade 3,0.0
204607002631,Grade 4,0.0
204607002651,Grade 2,4.0
204607002692,Grade 2,4.0
204607002721,Grade 4,4.0
204607002741,Grade 1,4.0
204608000041,Grade 2,4.0
204608000051,Grade 2,1.0
204608000081,Grade 2,4.0
204608000101,Grade 2,4.0
204608000151,Grade 2,4.0
204608000221,Grade 2,4.0
204608000222,Grade 2,4.0
204608000291,Grade 2,1.0
204608000301,Grade 2,1.0
204608000331,Grade 5,0.0
204608000351,Grade 2,1.0
204608000371,Grade 2,0.0
204608000431,Grade 2,0.0
204608000451,Grade 1,4.0
204608000491,Grade 3,0.0
204608000551,Grade 3,1.0
204608000591,Grade 1,4.0
204608000691,Grade 2,4.0
204608000731,Grade 3,4.0
204608000791,Grade 2,4.0
204608000851,Grade 2,4.0
204608000911,Grade 2,4.0
204608000991,Grade 2,1.0
204608001001,Grade 3,1.0
204608001061,Grade 2,1.0
204608001082,Grade 2,4.0
204608001091,Grade 2,4.0
204608001131,Grade 2,4.0
204608001192,Grade 3,4.0
204608001231,Grade 2,4.0
204608001391,Grade 2,4.0
204608001471,Grade 3,1.0
204608001561,Grade 1,4.0
204608001601,Grade 2,0.0
204608001611,Grade 1,4.0
204608001631,Grade 1,4.0
204609000031,Grade 3,1.0
204609000041,Grade 2,4.0
204609000051,Grade 3,4.0
204609000071,Grade 4,4.0
204609000101,Grade 3,4.0
204609000191,Grade 4,4.0
204609000271,Grade 4,1.0
204609000391,Grade 1,4.0
204609000521,Grade 2,1.0
204609000531,Grade 2,1.0
204609000551,Grade 2,1.0
204609000601,Grade 1,4.0
204609000641,Grade 1,1.0
204609000691,Grade 4,4.0
204609000711,Grade 1,1.0
204609000781,Grade 3,4.0
204609000831,Grade 2,1.0
204609001051,Grade 1,1.0
204609001052,Grade 5,0.0
204609001091,Grade 3,1.0
204609001141,Grade 3,1.0
204609001181,Grade 1,4.0
204609001191,Grade 2,4.0
204609001281,Grade 2,1.0
204609001301,Grade 2,0.0
204609001311,Grade 2,4.0
204609001331,Grade 2,4.0
204609001351,Grade 1,4.0
204609001451,Grade 3,4.0
204609001461,Grade 2,0.0
204609001471,Grade 4,4.0
204609001481,Grade 3,1.0
204609001611,Grade 2,1.0
204609001671,Grade 1,4.0
204609001711,Grade 2,1.0
204609001731,Grade 2,4.0
204609001761,Grade 2,1.0
204609001771,Grade 2,4.0
204609001791,Grade 2,1.0
204609001801,Grade 2,4.0
204609001871,Grade 2,1.0
204609001901,Grade 2,4.0
204609001941,Grade 3,1.0
204701000061,Grade 4,0.0
204701000091,Grade 5,0.0
204701000101,Grade 4,0.0
204701000131,Grade 4,0.0
204701000182,Grade 4,0.0
204701000231,Grade 4,0.0
204701000321,Grade 4,0.0
204701000331,Grade 4,0.0
204701000332,Grade 4,0.0
204701000351,Grade 4,0.0
204701000371,Grade 4,0.0
204701000401,Grade 4,0.0
204701000441,Grade 5,0.0
204701000541,Grade 4,0.0
204701000561,Grade 5,0.0
204702000031,Grade 4,0.0
204702000041,Grade 5,0.0
204702000061,Grade 4,0.0
204702000101,Grade 4,0.0
204702000131,Grade 4,0.0
204702000201,Grade 3,0.0
204702000211,Grade 4,0.0
204702000271,Grade 3,0.0
204702000381,Grade 5,0.0
204702000441,Grade 3,0.0
204702000461,Grade 3,0.0
204702000471,Grade 3,0.0
204702000552,Grade 2,4.0
204702000691,Grade 4,0.0
204703000031,Grade 2,0.0
204703000051,Grade 2,0.0
204703000061,Grade 4,0.0
204703000121,Grade 4,0.0
204703000141,Grade 4,0.0
204703000172,Grade 5,0.0
204703000201,Grade 4,0.0
204703000251,Grade 4,0.0
204703000272,Grade 4,0.0
204703000311,Grade 4,0.0
204703000312,Grade 5,0.0
204703000361,Grade 4,0.0
204703000411,Grade 4,0.0
204703000471,Grade 4,0.0
204703000532,Grade 2,0.0
204703000581,Grade 2,0.0
204703000582,Grade 3,0.0
204703000591,Grade 3,0.0
204703000651,Grade 4,0.0
204703000682,Grade 5,0.0
204703000712,Grade 3,0.0
204703000803,Grade 1,0.0
204703000831,Grade 5,0.0
204703000871,Grade 5,0.0
204703000892,Grade 3,0.0
204703000911,Grade 4,0.0
204703000941,Grade 5,0.0
204703000951,Grade 5,0.0
204703001011,Grade 4,0.0
204704000011,Grade 3,0.0
204704000121,Grade 4,0.0
204704000123,Grade 4,0.0
204704000133,Grade 3,0.0
204704000171,Grade 5,0.0
204704000201,Grade 4,0.0
204704000211,Grade 4,0.0
204704000271,Grade 5,0.0
204704000341,Grade 4,0.0
204704000371,Grade 4,0.0
204704000381,Grade 3,0.0
204704000421,Grade 4,0.0
204704000532,Grade 5,0.0
204704000551,Grade 5,0.0
204704000601,Grade 5,0.0
204704000641,Grade 4,0.0
204704000721,Grade 3,0.0
204704000722,Grade 4,0.0
204704000751,Grade 4,0.0
204704000771,Grade 5,0.0
204704000792,Grade 4,0.0
204704000811,Grade 5,0.0
204704000821,Grade 5,0.0
204704000871,Grade 4,0.0
204704000981,Grade 4,0.0
204704001002,Grade 4,0.0
204704001042,Grade 4,0.0
204704001061,Grade 5,0.0
204704001241,Grade 4,0.0
204704001261,Grade 5,0.0
204704001262,Grade 5,0.0
204704001301,Grade 5,0.0
204704001311,Grade 5,0.0
204704001361,Grade 4,0.0
204704001391,Grade 5,0.0
204704001471,Grade 5,0.0
204704001541,Grade 4,0.0
204704001611,Grade 4,0.0
204705000041,Grade 4,0.0
204705000093,Grade 5,0.0
204705000101,Grade 1,0.0
204705000141,Grade 3,0.0
204705000152,Grade 5,0.0
204705000171,Grade 4,0.0
204705000191,Grade 1,0.0
204705000232,Grade 5,0.0
204705000241,Grade 1,0.0
204705000263,Grade 3,0.0
204705000272,Grade 4,0.0
204705000301,Grade 5,0.0
204705000332,Grade 5,0.0
204705000351,Grade 5,0.0
204705000361,Grade 5,0.0
204705000391,Grade 5,0.0
204705000521,Grade 4,0.0
204705000531,Grade 4,0.0
204705000541,Grade 4,0.0
204705000582,Grade 5,0.0
204705000702,Grade 2,0.0
204705000732,Grade 5,0.0
204705000802,Grade 4,0.0
204705000803,Grade 4,0.0
204705000861,Grade 5,0.0
204705000871,Grade 5,0.0
204705000881,Grade 5,0.0
204705000921,Grade 4,0.0
204705000991,Grade 5,0.0
204705001001,Grade 4,0.0
204705001172,Grade 4,0.0
204705001272,Grade 3,0.0
204705001372,Grade 5,0.0
204705001391,Grade 3,0.0
204705001412,Grade 3,0.0
204705001461,Grade 5,0.0
204705001471,Grade 4,0.0
204705001491,Grade 5,0.0
204705001592,Grade 5,0.0
204705001602,Grade 5,0.0
204705001631,Grade 5,0.0
204705001651,Grade 4,0.0
204706000161,Grade 4,0.0
204706000221,Grade 5,0.0
204706000331,Grade 3,0.0
204706000471,Grade 5,0.0
204706000511,Grade 4,0.0
204706000522,Grade 4,0.0
204706000561,Grade 5,0.0
204706000621,Grade 3,0.0
204706000681,Grade 5,0.0
204706000682,Grade 3,0.0
204706000701,Grade 5,0.0
204706000741,Grade 5,0.0
204706000801,Grade 5,0.0
204706000812,Grade 4,0.0
204706000841,Grade 3,0.0
204706000901,Grade 4,0.0
204706000941,Grade 3,0.0
204706000961,Grade 3,0.0
204706001041,Grade 2,0.0
204706001071,Grade 4,0.0
204706001121,Grade 2,0.0
204706001131,Grade 3,0.0
204706001141,Grade 3,0.0
204706001161,Grade 5,0.0
204707000051,Grade 4,0.0
204707000122,Grade 3,0.0
204707000191,Grade 4,0.0
204707000221,Grade 5,0.0
204707000222,Grade 4,0.0
204707000311,Grade 5,0.0
204707000361,Grade 5,0.0
204707000411,Grade 5,0.0
204707000432,Grade 5,0.0
204707000521,Grade 3,0.0
204707000531,Grade 4,0.0
204707000631,Grade 4,0.0
204707000681,Grade 4,0.0
204707000741,Grade 5,0.0
204708000031,Grade 4,0.0
204708000041,Grade 4,0.0
204708000071,Grade 3,0.0
204708000072,Grade 4,0.0
204708000091,Grade 4,0.0
204708000151,Grade 4,0.0
204708000171,Grade 4,0.0
204708000201,Grade 4,0.0
204708000221,Grade 4,0.0
204708000301,Grade 4,0.0
204708000381,Grade 4,0.0
204708000492,Grade 4,0.0
204708000511,Grade 4,0.0
204708000531,Grade 4,0.0
204708000562,Grade 4,0.0
204708000581,Grade 4,0.0
204708000671,Grade 4,0.0
204708000801,Grade 4,0.0
204708000871,Grade 4,0.0
204708000891,Grade 4,0.0
204709000032,Grade 4,0.0
204709000041,Grade 5,0.0
204709000051,Grade 5,0.0
204709000071,Grade 4,0.0
204709000151,Grade 4,0.0
204709000261,Grade 3,0.0
204709000291,Grade 4,0.0
204709000321,Grade 3,0.0
204709000381,Grade 5,0.0
204709000481,Grade 4,0.0
204709000511,Grade 4,0.0
204709000551,Grade 4,0.0
204709000561,Grade 4,0.0
204709000661,Grade 4,0.0
204709000741,Grade 5,0.0
204709000821,Grade 4,0.0
204709000841,Grade 4,0.0
204709000921,Grade 4,0.0
204709000922,Grade 3,0.0
204709000941,Grade 4,0.0
204709000951,Grade 3,0.0
204709000961,Grade 4,0.0
204709001051,Grade 4,0.0
204709001091,Grade 4,0.0
204709001101,Grade 4,0.0
204709001131,Grade 5,0.0
204709001271,Grade 5,0.0
204709001342,Grade 4,0.0
204709001361,Grade 4,0.0
204709001391,Grade 5,0.0
204801000031,Grade 4,0.0
204801000061,Grade 2,0.0
204801000081,Grade 2,0.0
204801000091,Grade 4,0.0
204801000151,Grade 1,0.0
204801000181,Grade 2,0.0
204801000212,Grade 5,0.0
204801000241,Grade 1,0.0
204801000301,Grade 1,0.0
204801000321,Grade 4,0.0
204801000331,Grade 2,0.0
204801000411,Grade 3,0.0
204801000511,Grade 2,0.0
204801000541,Grade 4,0.0
204801000581,Grade 4,0.0
204801000691,Grade 2,0.0
204801000711,Grade 2,0.0
204801000721,Grade 2,0.0
204801000761,Grade 2,0.0
204801000811,Grade 1,0.0
204802000011,Grade 4,0.0
204802000031,Grade 4,0.0
204802000062,Grade 3,0.0
204802000081,Grade 2,0.0
204802000082,Grade 4,0.0
204802000121,Grade 4,0.0
204802000141,Grade 4,0.0
204802000301,Grade 4,0.0
204802000321,Grade 4,0.0
204802000371,Grade 5,0.0
204802000392,Grade 2,0.0
204802000431,Grade 3,0.0
204802000451,Grade 1,4.0
204803000021,Grade 2,0.0
204803000101,Grade 1,0.0
204803000111,Grade 1,0.0
204803000121,Grade 3,0.0
204803000151,Grade 5,0.0
204803000161,Grade 2,0.0
204803000182,Grade 1,0.0
204803000211,Grade 3,0.0
204803000291,Grade 2,0.0
204803000331,Grade 2,0.0
204804000102,Grade 2,0.0
204804000121,Grade 3,0.0
204804000212,Grade 1,0.0
204804000221,Grade 3,0.0
204804000232,Grade 3,0.0
204804000281,Grade 1,0.0
204804000301,Grade 3,0.0
204804000341,Grade 1,0.0
204805000011,Grade 4,0.0
204805000041,Grade 4,0.0
204805000091,Grade 2,0.0
204805000141,Grade 4,0.0
204805000151,Grade 4,0.0
204805000171,Grade 4,0.0
204805000201,Grade 4,0.0
204805000211,Grade 4,0.0
204805000241,Grade 2,0.0
204805000281,Grade 2,0.0
204805000291,Grade 2,0.0
204805000361,Grade 4,0.0
204805000371,Grade 3,0.0
204805000391,Grade 2,0.0
204806000051,Grade 4,0.0
204806000151,Grade 4,0.0
204806000192,Grade 5,0.0
204806000331,Grade 1,0.0
204806000351,Grade 4,0.0
204806000361,Grade 5,0.0
204806000371,Grade 4,0.0
204806000372,Grade 5,0.0
204807000011,Grade 1,0.0
204807000031,Grade 4,0.0
204807000041,Grade 2,0.0
204807000051,Grade 2,0.0
204807000161,Grade 3,0.0
204807000181,Grade 3,0.0
204807000201,Grade 2,0.0
204807000231,Grade 1,0.0
204808000011,Grade 4,0.0
204808000141,Grade 5,0.0
204808000151,Grade 2,0.0
204808000221,Grade 4,0.0
204808000222,Grade 4,0.0
204808000301,Grade 4,0.0
204808000322,Grade 1,0.0
204808000341,Grade 3,0.0
204808000451,Grade 4,0.0
204808000461,Grade 3,0.0
204808000541,Grade 1,0.0
204808000551,Grade 4,0.0
204809000011,Grade 4,0.0
204809000061,Grade 3,0.0
204809000221,Grade 4,0.0
204809000251,Grade 3,0.0
204809000281,Grade 4,0.0
204809000311,Grade 4,0.0
204809000321,Grade 1,0.0
204809000391,Grade 4,0.0
204809000641,Grade 1,0.0
204809000691,Grade 2,0.0
204809000741,Grade 4,0.0
204809000801,Grade 4,0.0
204809000811,Grade 2,0.0
204809000891,Grade 2,0.0
204809000941,Grade 4,0.0
204809000951,Grade 4,0.0
204809000972,Grade 3,0.0
204809000981,Grade 2,0.0
204809001011,Grade 2,0.0
204809001041,Grade 5,0.0
204809001061,Grade 4,0.0
204809001071,Grade 3,0.0
204809001081,Grade 5,0.0
204809001171,Grade 3,0.0
204809001201,Grade 4,0.0
204901000011,Grade 3,0.0
204901000111,Grade 3,0.0
204901000112,Grade 1,0.0
204901000151,Grade 2,0.0
204901000281,Grade 4,0.0
204901000291,Grade 4,0.0
204901000301,Grade 3,0.0
204901000341,Grade 2,0.0
204901000351,Grade 2,0.0
204901000411,Grade 3,0.0
204901000451,Grade 2,0.0
204901000481,Grade 4,0.0
204901000501,Grade 5,0.0
204902000021,Grade 5,0.0
204902000041,Grade 4,0.0
204902000071,Grade 2,0.0
204902000101,Grade 5,0.0
204902000181,Grade 4,0.0
204902000202,Grade 1,0.0
204902000211,Grade 4,0.0
204902000221,Grade 4,0.0
204902000251,Grade 4,0.0
204902000291,Grade 4,0.0
204902000301,Grade 4,0.0
204902000311,Grade 1,0.0
204902000321,Grade 4,0.0
204902000381,Grade 5,0.0
204903000041,Grade 5,0.0
204903000061,Grade 2,0.0
204903000221,Grade 5,0.0
204903000231,Grade 3,0.0
204903000251,Grade 4,0.0
204903000311,Grade 3,0.0
204903000321,Grade 2,0.0
204904000051,Grade 4,0.0
204904000161,Grade 3,0.0
204904000221,Grade 4,0.0
204904000231,Grade 5,0.0
204904000301,Grade 5,0.0
204904000371,Grade 3,0.0
204904000381,Grade 4,0.0
204904000441,Grade 4,0.0
204904000471,Grade 3,0.0
204905000041,Grade 1,0.0
204905000121,Grade 5,0.0
204905000181,Grade 4,0.0
204905000191,Grade 2,0.0
204905000201,Grade 3,0.0
204905000251,Grade 3,0.0
204905000291,Grade 5,0.0
204905000301,Grade 5,0.0
204906000021,Grade 2,0.0
204906000031,Grade 1,0.0
204906000061,Grade 3,0.0
204906000161,Grade 4,0.0
204906000181,Grade 3,0.0
204906000221,Grade 4,0.0
204906000261,Grade 4,0.0
204906000311,Grade 5,0.0
204906000371,Grade 4,0.0
204906000401,Grade 4,0.0
204906000411,Grade 5,0.0
204906000551,Grade 3,0.0
204906000561,Grade 4,0.0
204906000591,Grade 3,0.0
204906000691,Grade 4,0.0
204906000731,Grade 4,0.0
204906000741,Grade 4,0.0
204906000831,Grade 4,0.0
204906000861,Grade 3,0.0
204906000871,Grade 3,0.0
204906001041,Grade 2,0.0
204906001091,Grade 4,0.0
204907000081,Grade 2,0.0
204907000141,Grade 3,0.0
204907000331,Grade 2,0.0
204907000361,Grade 4,0.0
204907000451,Grade 5,0.0
204907000481,Grade 3,0.0
204907000491,Grade 3,0.0
204907000521,Grade 5,0.0
204907000581,Grade 5,0.0
204907000621,Grade 3,0.0
204907000651,Grade 3,0.0
204907000691,Grade 3,0.0
204907000721,Grade 2,0.0
204907000741,Grade 4,0.0
204907000891,Grade 4,0.0
204907000941,Grade 2,0.0
204908000031,Grade 4,0.0
204908000051,Grade 4,0.0
204908000091,Grade 3,0.0
204908000191,Grade 2,0.0
204908000231,Grade 4,0.0
204908000391,Grade 4,0.0
204908000421,Grade 3,0.0
204908000451,Grade 2,0.0
204908000461,Grade 4,0.0
204908000571,Grade 4,0.0
204908000581,Grade 4,0.0
204909000161,Grade 3,0.0
204909000171,Grade 4,0.0
204909000191,Grade 3,0.0
204909000241,Grade 4,0.0
205001000041,Grade 5,0.0
205001000062,Grade 5,0.0
205002000051,Grade 4,0.0
205002000081,Grade 4,0.0
205002000092,Grade 4,0.0
205002000101,Grade 5,0.0
205002000251,Grade 4,0.0
205003000021,Grade 4,0.0
205003000111,Grade 4,0.0
205003000141,Grade 4,0.0
205003000181,Grade 3,0.0
205003000191,Grade 4,0.0
205003000201,Grade 2,0.0
205003000223,Grade 3,0.0
205003000262,Grade 2,0.0
205003000281,Grade 4,0.0
205003000331,Grade 3,0.0
205003000342,Grade 3,0.0
205004000021,Grade 3,0.0
205004000041,Grade 4,0.0
205004000051,Grade 4,0.0
205004000181,Grade 3,0.0
205004000191,Grade 3,0.0
205005000101,Grade 4,0.0
205005000131,Grade 4,0.0
205005000151,Grade 4,0.0
205005000191,Grade 3,0.0
205005000192,Grade 5,0.0
205005000231,Grade 3,0.0
205005000241,Grade 3,0.0
205005000281,Grade 3,0.0
205005000291,Grade 3,0.0
205005000321,Grade 3,0.0
205005000341,Grade 3,0.0
205005000391,Grade 3,0.0
205005000431,Grade 3,0.0
205005000441,Grade 3,0.0
205005000511,Grade 3,0.0
205005000521,Grade 3,0.0
205006000061,Grade 4,0.0
205006000191,Grade 4,0.0
205006000201,Grade 4,0.0
205006000221,Grade 3,0.0
205006000231,Grade 3,0.0
205006000261,Grade 3,4.0
205006000312,Grade 3,0.0
205006000321,Grade 3,4.0
205006000361,Grade 3,0.0
205006000391,Grade 3,0.0
205006000421,Grade 3,0.0
205006000471,Grade 5,0.0
205007000051,Grade 4,0.0
205007000091,Grade 3,0.0
205007000151,Grade 3,0.0
205007000191,Grade 5,0.0
205007000301,Grade 2,4.0
205007000381,Grade 1,4.0
205007000391,Grade 2,4.0
205007000571,Grade 4,0.0
205007000581,Grade 4,0.0
205007000601,Grade 4,0.0
205007000611,Grade 3,0.0
205007000612,Grade 2,0.0
205007000662,Grade 3,0.0
205007000731,Grade 3,4.0
205007000771,Grade 3,0.0
205007000851,Grade 3,0.0
205007000911,Grade 3,0.0
205007000931,Grade 4,0.0
205007000951,Grade 3,0.0
205007001071,Grade 4,0.0
205007001081,Grade 4,0.0
205007001121,Grade 3,0.0
205007001321,Grade 5,0.0
205007001432,Grade 4,0.0
205007001471,Grade 4,0.0
205007001481,Grade 3,0.0
205007001511,Grade 4,0.0
205007001531,Grade 3,0.0
205008000021,Grade 4,0.0
205008000031,Grade 4,0.0
205008000071,Grade 3,0.0
205009000011,Grade 2,0.0
205009000021,Grade 1,1.0
205009000031,Grade 2,0.0
205009000061,Grade 1,1.0
205009000131,Grade 1,0.0
205009000142,Grade 1,0.0
205009000161,Grade 4,0.0
205009000191,Grade 1,0.0
205009000201,Grade 2,0.0
205009000221,Grade 4,0.0
205009000261,Grade 5,0.0
205009000341,Grade 4,0.0
205009000421,Grade 3,0.0
205009000461,Grade 5,0.0
205009000511,Grade 4,0.0
205009000551,Grade 3,0.0
205009000641,Grade 1,0.0
205009000651,Grade 1,0.0
205009000671,Grade 1,0.0
205009000682,Grade 3,0.0
205009000731,Grade 1,0.0
205009000771,Grade 4,0.0
205009000821,Grade 4,0.0
205009000881,Grade 4,0.0
205009000932,Grade 2,0.0
205009000951,Grade 3,0.0
205009000971,Grade 4,0.0
205009001031,Grade 2,0.0
205009001051,Grade 2,0.0
205009001091,Grade 2,0.0
205009001111,Grade 1,0.0
205009001141,Grade 1,0.0
205101000131,Grade 1,4.0
205101000241,Grade 1,0.0
205101000251,Grade 1,0.0
205101000351,Grade 1,4.0
205101000361,Grade 1,1.0
205101000461,Grade 1,4.0
205101000481,Grade 3,1.0
205101000501,Grade 1,0.0
205101000611,Grade 1,0.0
205101000652,Grade 1,1.0
205101000701,Grade 1,0.0
205101000711,Grade 1,0.0
205101000721,Grade 1,1.0
205101000831,Grade 1,1.0
205101000851,Grade 1,1.0
205101000901,Grade 1,0.0
