building_id,cluster,damage_numeric,damage_grade
246513000721,0,2.0,Grade 2
246513000731,0,2.0,Grade 2
246513000741,0,2.0,Grade 2
246513000751,0,2.0,Grade 2
246513000761,0,1.0,Grade 1
246513000771,0,1.0,Grade 1
246513000781,0,1.0,Grade 1
246513000791,0,1.0,Grade 1
246513000801,0,2.0,Grade 2
246513000811,0,2.0,Grade 2
246513000821,0,2.0,Grade 2
246513000831,0,1.0,Grade 1
246513000832,0,1.0,Grade 1
246513000841,0,2.0,Grade 2
246513000851,0,1.0,Grade 1
246513000861,0,1.0,Grade 1
246513000871,0,1.0,Grade 1
246513000881,0,2.0,Grade 2
246513000891,0,1.0,Grade 1
246513000901,0,1.0,Grade 1
246513000911,0,2.0,Grade 2
246513000921,0,1.0,Grade 1
246513000931,0,1.0,Grade 1
246513000941,0,2.0,Grade 2
246513000951,0,2.0,Grade 2
246513000961,0,3.0,Grade 3
246513000971,0,2.0,Grade 2
246513000981,0,3.0,Grade 3
246513000991,0,3.0,Grade 3
246513001001,0,2.0,Grade 2
246513001011,0,2.0,Grade 2
246513001021,0,2.0,Grade 2
246513001031,0,1.0,Grade 1
246513001041,0,3.0,Grade 3
246513001051,0,2.0,Grade 2
246513001061,0,4.0,Grade 4
246513001071,0,2.0,Grade 2
246513001081,0,3.0,Grade 3
246513001091,0,1.0,Grade 1
246513001101,0,2.0,Grade 2
246513001111,0,2.0,Grade 2
246513001121,0,3.0,Grade 3
246513001131,0,4.0,Grade 4
246513001141,0,3.0,Grade 3
246513001151,0,2.0,Grade 2
246513001152,0,1.0,Grade 1
246513001161,0,1.0,Grade 1
246513001162,0,1.0,Grade 1
246513001171,0,3.0,Grade 3
246513001181,0,3.0,Grade 3
246513001191,0,5.0,Grade 5
246513001201,0,2.0,Grade 2
246513001211,0,3.0,Grade 3
246513001221,0,2.0,Grade 2
246513001231,0,4.0,Grade 4
246513001241,0,3.0,Grade 3
246513001251,0,4.0,Grade 4
246513001261,0,2.0,Grade 2
246513001271,0,2.0,Grade 2
246513001281,0,2.0,Grade 2
246513001291,0,2.0,Grade 2
246513001301,0,3.0,Grade 3
246513001311,0,2.0,Grade 2
246513001321,0,3.0,Grade 3
246513001331,0,2.0,Grade 2
246513001341,0,2.0,Grade 2
246513001351,0,2.0,Grade 2
246513001361,0,2.0,Grade 2
246513001371,0,2.0,Grade 2
246513001381,0,3.0,Grade 3
246513001391,0,3.0,Grade 3
246513001401,0,2.0,Grade 2
246513001411,0,2.0,Grade 2
246513001421,0,2.0,Grade 2
246513001431,0,1.0,Grade 1
246513001441,0,2.0,Grade 2
246513001451,0,2.0,Grade 2
246513001461,0,1.0,Grade 1
246513001471,0,2.0,Grade 2
246513001481,0,3.0,Grade 3
246513001491,0,3.0,Grade 3
246513001501,0,2.0,Grade 2
246513001511,0,2.0,Grade 2
246513001521,0,2.0,Grade 2
246513001531,0,2.0,Grade 2
246513001541,0,2.0,Grade 2
246513001551,0,2.0,Grade 2
246513001561,0,2.0,Grade 2
246513001571,0,2.0,Grade 2
246513001581,0,2.0,Grade 2
246513001591,0,2.0,Grade 2
246513001601,0,2.0,Grade 2
246513001611,0,1.0,Grade 1
246513001621,0,2.0,Grade 2
246513001631,0,2.0,Grade 2
246513001641,0,5.0,Grade 5
246513001651,0,2.0,Grade 2
246513001661,0,2.0,Grade 2
246513001671,0,2.0,Grade 2
246513001681,0,2.0,Grade 2
246513001691,0,2.0,Grade 2
246513001701,0,2.0,Grade 2
246513001711,0,2.0,Grade 2
246513001721,0,3.0,Grade 3
246513001731,0,2.0,Grade 2
246513001741,0,2.0,Grade 2
246513001751,0,1.0,Grade 1
246513001761,0,2.0,Grade 2
246513001771,0,2.0,Grade 2
246513001781,0,1.0,Grade 1
246513001791,0,5.0,Grade 5
246513001801,0,2.0,Grade 2
246513001811,0,2.0,Grade 2
246513001821,0,1.0,Grade 1
246513001831,0,2.0,Grade 2
246513001841,0,2.0,Grade 2
246513001851,0,2.0,Grade 2
246513001861,0,3.0,Grade 3
246513001871,0,3.0,Grade 3
246513001881,0,2.0,Grade 2
246513001891,0,2.0,Grade 2
246513001901,0,2.0,Grade 2
246513001911,0,2.0,Grade 2
246513001921,0,2.0,Grade 2
246513001931,0,2.0,Grade 2
246513001941,0,2.0,Grade 2
246513001951,0,2.0,Grade 2
246513001961,0,1.0,Grade 1
246513001971,0,2.0,Grade 2
246513001981,0,2.0,Grade 2
246513001991,0,2.0,Grade 2
246513002001,0,2.0,Grade 2
246513002011,0,5.0,Grade 5
246513002021,0,2.0,Grade 2
246513002031,0,2.0,Grade 2
246513002041,0,3.0,Grade 3
246513002051,0,1.0,Grade 1
246513002052,0,2.0,Grade 2
246513002061,0,3.0,Grade 3
246513002071,0,2.0,Grade 2
246513002081,0,2.0,Grade 2
246513002091,0,4.0,Grade 4
246513002101,0,2.0,Grade 2
246513002111,0,3.0,Grade 3
246513002121,0,3.0,Grade 3
246513002131,0,5.0,Grade 5
246601002371,0,5.0,Grade 5
246513002141,0,2.0,Grade 2
246513002151,0,2.0,Grade 2
246513002161,0,2.0,Grade 2
246513002171,0,3.0,Grade 3
246513002181,0,2.0,Grade 2
246513002191,0,2.0,Grade 2
246513002201,0,4.0,Grade 4
246513002211,0,2.0,Grade 2
246513002221,0,2.0,Grade 2
246513002231,0,3.0,Grade 3
246513002241,0,2.0,Grade 2
246513002251,0,2.0,Grade 2
246513002252,0,1.0,Grade 1
246513002261,0,1.0,Grade 1
246513002271,0,2.0,Grade 2
246513002281,0,3.0,Grade 3
246513002291,0,2.0,Grade 2
246513002301,0,5.0,Grade 5
246513002311,0,1.0,Grade 1
246513002321,0,2.0,Grade 2
246513002331,0,2.0,Grade 2
246513002341,0,1.0,Grade 1
246513002351,0,2.0,Grade 2
246513002361,0,2.0,Grade 2
246513002371,0,2.0,Grade 2
246513002381,0,2.0,Grade 2
246513002391,0,3.0,Grade 3
246513002401,0,2.0,Grade 2
246513002411,0,2.0,Grade 2
246513002421,0,2.0,Grade 2
246513002431,0,2.0,Grade 2
246513002441,0,2.0,Grade 2
246513002451,0,2.0,Grade 2
246513002461,0,2.0,Grade 2
246513002471,0,2.0,Grade 2
246513002481,0,2.0,Grade 2
246513002482,0,1.0,Grade 1
246513002491,0,2.0,Grade 2
246513002501,0,2.0,Grade 2
246513002511,0,1.0,Grade 1
246513002521,0,2.0,Grade 2
246513002531,0,3.0,Grade 3
246513002541,0,3.0,Grade 3
246513002551,0,2.0,Grade 2
246513002561,0,2.0,Grade 2
246513002571,0,3.0,Grade 3
246513002581,0,2.0,Grade 2
246513002591,0,2.0,Grade 2
246513002601,0,2.0,Grade 2
246513002611,0,2.0,Grade 2
246513002621,0,2.0,Grade 2
246513002631,0,2.0,Grade 2
246513002641,0,2.0,Grade 2
246513002651,0,2.0,Grade 2
246513002652,0,1.0,Grade 1
246513002661,0,2.0,Grade 2
246513002671,0,2.0,Grade 2
246513002681,0,2.0,Grade 2
246513002691,0,3.0,Grade 3
246513002701,0,2.0,Grade 2
246513002711,0,2.0,Grade 2
246513002721,0,2.0,Grade 2
246513002731,0,2.0,Grade 2
246601002552,0,5.0,Grade 5
246513002741,0,5.0,Grade 5
246513002751,0,2.0,Grade 2
246513002761,0,2.0,Grade 2
246513002771,0,2.0,Grade 2
246513002781,0,2.0,Grade 2
246513002791,0,2.0,Grade 2
246513002801,0,3.0,Grade 3
246513002811,0,2.0,Grade 2
246513002821,0,2.0,Grade 2
246513002831,0,2.0,Grade 2
246513002841,0,2.0,Grade 2
246513002851,0,2.0,Grade 2
246513002861,0,2.0,Grade 2
246513002871,0,2.0,Grade 2
246513002881,0,2.0,Grade 2
246513002891,0,1.0,Grade 1
246513002901,0,2.0,Grade 2
246513002911,0,2.0,Grade 2
246513002921,0,2.0,Grade 2
246513002931,0,1.0,Grade 1
246513002941,0,2.0,Grade 2
246606022151,0,5.0,Grade 5
246513002942,0,1.0,Grade 1
246513002951,0,2.0,Grade 2
246513002961,0,2.0,Grade 2
246513002971,0,1.0,Grade 1
246513002981,0,2.0,Grade 2
246513002991,0,2.0,Grade 2
246513003001,0,2.0,Grade 2
246513003011,0,2.0,Grade 2
246513003021,0,2.0,Grade 2
246513003031,0,5.0,Grade 5
246513003041,0,2.0,Grade 2
246513003051,0,2.0,Grade 2
246513003061,0,1.0,Grade 1
246513003071,0,3.0,Grade 3
246513003081,0,1.0,Grade 1
246513003091,0,2.0,Grade 2
246513003101,0,5.0,Grade 5
246513003111,0,3.0,Grade 3
246513003121,0,2.0,Grade 2
246513003131,0,2.0,Grade 2
246513003141,0,2.0,Grade 2
246513003151,0,3.0,Grade 3
246513003161,0,3.0,Grade 3
246513003171,0,3.0,Grade 3
246513003181,0,2.0,Grade 2
246513003191,0,2.0,Grade 2
246513003201,0,2.0,Grade 2
246513003211,0,1.0,Grade 1
246513003221,0,2.0,Grade 2
246513003231,0,2.0,Grade 2
246513003241,0,2.0,Grade 2
246513003251,0,2.0,Grade 2
246513003261,0,2.0,Grade 2
246513003271,0,2.0,Grade 2
246513003281,0,2.0,Grade 2
246513003291,0,3.0,Grade 3
246513003301,0,2.0,Grade 2
246513003311,0,2.0,Grade 2
246513003321,0,2.0,Grade 2
246513003331,0,2.0,Grade 2
246513003341,0,2.0,Grade 2
246513003351,0,3.0,Grade 3
246601000011,0,3.0,Grade 3
246601000021,0,4.0,Grade 4
246601000031,0,5.0,Grade 5
246601000041,0,5.0,Grade 5
246601000051,0,4.0,Grade 4
246601000052,0,1.0,Grade 1
246601000061,0,1.0,Grade 1
246601000071,0,4.0,Grade 4
246601000081,0,4.0,Grade 4
246601000091,0,3.0,Grade 3
246601000101,0,2.0,Grade 2
246601000111,0,1.0,Grade 1
246601000121,0,3.0,Grade 3
246601000131,0,3.0,Grade 3
246601000132,0,5.0,Grade 5
246601000141,0,2.0,Grade 2
246601000151,0,2.0,Grade 2
246601000161,0,5.0,Grade 5
246601000171,0,1.0,Grade 1
246601000181,0,4.0,Grade 4
246601000182,0,5.0,Grade 5
246601000191,0,1.0,Grade 1
246601000201,0,1.0,Grade 1
246601000211,0,5.0,Grade 5
246601000212,0,1.0,Grade 1
246601000221,0,4.0,Grade 4
246601000231,0,4.0,Grade 4
246601000241,0,4.0,Grade 4
246601000242,0,1.0,Grade 1
246601000251,0,2.0,Grade 2
246601000261,0,4.0,Grade 4
246601000262,0,3.0,Grade 3
246601000271,0,3.0,Grade 3
246601000272,0,3.0,Grade 3
246601000281,0,5.0,Grade 5
246601000291,0,5.0,Grade 5
246601000301,0,1.0,Grade 1
246601000311,0,4.0,Grade 4
246601000321,0,5.0,Grade 5
246601000322,0,3.0,Grade 3
246601000331,0,2.0,Grade 2
246601000341,0,5.0,Grade 5
246601000351,0,1.0,Grade 1
246601000361,0,2.0,Grade 2
246601000363,0,3.0,Grade 3
246601000371,0,4.0,Grade 4
246601000381,0,4.0,Grade 4
246601000391,0,3.0,Grade 3
246601000401,0,1.0,Grade 1
246601000402,0,5.0,Grade 5
246601000411,0,3.0,Grade 3
246601000421,0,2.0,Grade 2
246601000422,0,5.0,Grade 5
246601000431,0,4.0,Grade 4
246601000441,0,5.0,Grade 5
246601000451,0,4.0,Grade 4
246601000461,0,4.0,Grade 4
246601000471,0,1.0,Grade 1
246601000472,0,5.0,Grade 5
246601000491,0,5.0,Grade 5
246601000501,0,5.0,Grade 5
246601000511,0,5.0,Grade 5
246601000521,0,5.0,Grade 5
246601000531,0,5.0,Grade 5
246601000541,0,4.0,Grade 4
246601000551,0,5.0,Grade 5
246601000561,0,4.0,Grade 4
246601000581,0,2.0,Grade 2
246601000591,0,5.0,Grade 5
246601000601,0,5.0,Grade 5
246601000611,0,4.0,Grade 4
246601000621,0,4.0,Grade 4
246601000631,0,4.0,Grade 4
246601000641,0,4.0,Grade 4
246601000651,0,4.0,Grade 4
246601000661,0,4.0,Grade 4
246601000671,0,4.0,Grade 4
246601000681,0,4.0,Grade 4
246601000691,0,5.0,Grade 5
246601000701,0,4.0,Grade 4
246601000711,0,4.0,Grade 4
246601000721,0,4.0,Grade 4
246601000731,0,5.0,Grade 5
246601000741,0,2.0,Grade 2
246601000751,0,1.0,Grade 1
246601000761,0,2.0,Grade 2
246601000771,0,4.0,Grade 4
246601000781,0,4.0,Grade 4
246601000791,0,4.0,Grade 4
246601000792,0,4.0,Grade 4
246601000801,0,4.0,Grade 4
246601000811,0,3.0,Grade 3
246601000821,0,3.0,Grade 3
246601000831,0,5.0,Grade 5
246601000841,0,4.0,Grade 4
246601000851,0,3.0,Grade 3
246601000861,0,4.0,Grade 4
246601000871,0,2.0,Grade 2
246601000881,0,3.0,Grade 3
246601000891,0,4.0,Grade 4
246601000901,0,4.0,Grade 4
246601000911,0,3.0,Grade 3
246601000921,0,4.0,Grade 4
246601000922,0,4.0,Grade 4
246601000931,0,2.0,Grade 2
246601000941,0,4.0,Grade 4
246601000951,0,2.0,Grade 2
246601000961,0,4.0,Grade 4
246601000971,0,2.0,Grade 2
246601000972,0,2.0,Grade 2
246602000611,0,2.0,Grade 2
246601000981,0,4.0,Grade 4
246601000991,0,3.0,Grade 3
246601001001,0,4.0,Grade 4
246601001011,0,4.0,Grade 4
246601001021,0,2.0,Grade 2
246601001031,0,4.0,Grade 4
246601001041,0,4.0,Grade 4
246601001051,0,5.0,Grade 5
246601001052,0,2.0,Grade 2
246601001061,0,5.0,Grade 5
246601001071,0,2.0,Grade 2
246601001081,0,4.0,Grade 4
246601001091,0,4.0,Grade 4
246601001092,0,1.0,Grade 1
246601001101,0,2.0,Grade 2
246601001102,0,4.0,Grade 4
246601001111,0,4.0,Grade 4
246601001121,0,5.0,Grade 5
246601001131,0,4.0,Grade 4
246601001141,0,4.0,Grade 4
246601001151,0,5.0,Grade 5
246601001161,0,5.0,Grade 5
246601001171,0,4.0,Grade 4
246601001181,0,4.0,Grade 4
246601001191,0,1.0,Grade 1
246601001201,0,4.0,Grade 4
246601001211,0,2.0,Grade 2
246601001221,0,5.0,Grade 5
246601001231,0,1.0,Grade 1
246601001241,0,5.0,Grade 5
246601001251,0,4.0,Grade 4
246601001261,0,5.0,Grade 5
246601001271,0,4.0,Grade 4
246601001281,0,4.0,Grade 4
246601001291,0,5.0,Grade 5
246601001301,0,5.0,Grade 5
246601001311,0,4.0,Grade 4
246601001321,0,4.0,Grade 4
246601001331,0,3.0,Grade 3
246601001341,0,5.0,Grade 5
246601001351,0,3.0,Grade 3
246601001361,0,5.0,Grade 5
246601001371,0,5.0,Grade 5
246601001381,0,4.0,Grade 4
246601001391,0,4.0,Grade 4
246601001401,0,4.0,Grade 4
246601001411,0,4.0,Grade 4
246601001421,0,4.0,Grade 4
246601001431,0,1.0,Grade 1
246601001441,0,4.0,Grade 4
246601001451,0,3.0,Grade 3
246601001461,0,4.0,Grade 4
246601001471,0,5.0,Grade 5
246601001481,0,5.0,Grade 5
246601001491,0,4.0,Grade 4
246601001501,0,4.0,Grade 4
246601001511,0,3.0,Grade 3
246601001521,0,4.0,Grade 4
246601001531,0,4.0,Grade 4
246601001541,0,5.0,Grade 5
246601001551,0,4.0,Grade 4
246601001561,0,5.0,Grade 5
246601001571,0,4.0,Grade 4
246601001581,0,5.0,Grade 5
246601001582,0,4.0,Grade 4
246601001591,0,4.0,Grade 4
246601001601,0,5.0,Grade 5
246602000821,0,5.0,Grade 5
246601001611,0,4.0,Grade 4
246601001621,0,4.0,Grade 4
246601001631,0,5.0,Grade 5
246601001641,0,2.0,Grade 2
246601001651,0,5.0,Grade 5
246601001652,0,2.0,Grade 2
246601001661,0,5.0,Grade 5
246601001671,0,2.0,Grade 2
246601001681,0,5.0,Grade 5
246601001691,0,2.0,Grade 2
246601001692,0,2.0,Grade 2
246601001701,0,5.0,Grade 5
246601001711,0,4.0,Grade 4
246601001721,0,5.0,Grade 5
246601001731,0,5.0,Grade 5
246601001741,0,5.0,Grade 5
246601001751,0,5.0,Grade 5
246601001761,0,2.0,Grade 2
246601001771,0,4.0,Grade 4
246601001781,0,5.0,Grade 5
246601001791,0,4.0,Grade 4
246601001801,0,5.0,Grade 5
246601001811,0,5.0,Grade 5
246601001821,0,5.0,Grade 5
246601001831,0,2.0,Grade 2
246601001841,0,1.0,Grade 1
246601001851,0,3.0,Grade 3
246601001852,0,1.0,Grade 1
246601001861,0,4.0,Grade 4
246601001862,0,1.0,Grade 1
246601001871,0,1.0,Grade 1
246601001872,0,4.0,Grade 4
246601001881,0,4.0,Grade 4
246601001891,0,3.0,Grade 3
246601001901,0,5.0,Grade 5
246601001911,0,4.0,Grade 4
246601001921,0,5.0,Grade 5
246601001931,0,1.0,Grade 1
246601001941,0,4.0,Grade 4
246601001951,0,2.0,Grade 2
246601001961,0,1.0,Grade 1
246601001971,0,3.0,Grade 3
246601001981,0,5.0,Grade 5
246601001991,0,4.0,Grade 4
246601002001,0,5.0,Grade 5
246601002011,0,4.0,Grade 4
246601002021,0,2.0,Grade 2
246601002031,0,3.0,Grade 3
246601002032,0,2.0,Grade 2
246601002041,0,5.0,Grade 5
246601002051,0,4.0,Grade 4
246601002061,0,5.0,Grade 5
246601002071,0,4.0,Grade 4
246601002081,0,5.0,Grade 5
246601002091,0,4.0,Grade 4
246601002092,0,1.0,Grade 1
246601002101,0,4.0,Grade 4
246601002111,0,4.0,Grade 4
246601002112,0,1.0,Grade 1
246601002121,0,3.0,Grade 3
246601002131,0,4.0,Grade 4
246601002141,0,2.0,Grade 2
246601002142,0,3.0,Grade 3
246601002151,0,3.0,Grade 3
246601002152,0,5.0,Grade 5
246601002161,0,4.0,Grade 4
246601002171,0,2.0,Grade 2
246601002181,0,4.0,Grade 4
246601002201,0,4.0,Grade 4
246601002211,0,4.0,Grade 4
246601002221,0,2.0,Grade 2
246601002222,0,2.0,Grade 2
246601002231,0,5.0,Grade 5
246601002241,0,5.0,Grade 5
246601002251,0,4.0,Grade 4
246601002261,0,1.0,Grade 1
246601002262,0,1.0,Grade 1
246601002263,0,4.0,Grade 4
246601002271,0,5.0,Grade 5
246601002281,0,1.0,Grade 1
246601002282,0,3.0,Grade 3
246601002283,0,3.0,Grade 3
246601002284,0,1.0,Grade 1
246601002291,0,5.0,Grade 5
246601002301,0,5.0,Grade 5
246601002311,0,5.0,Grade 5
246601002321,0,2.0,Grade 2
246601002331,0,4.0,Grade 4
246601002341,0,5.0,Grade 5
246601002351,0,5.0,Grade 5
246601002361,0,5.0,Grade 5
246601002381,0,4.0,Grade 4
246601002391,0,5.0,Grade 5
246601002392,0,5.0,Grade 5
